name,age,nationality,club,overall,potential,valueEuros,weakFoot,skillMoves,position,pace,shooting,passing,dribbling,defending,physical
Felipe Saad,35,Brazil,Paris FC,67,67,230000,3,2,SUB,54,48,45,50,68,66
S. De Petter,33,Belgium,Sint-Truidense VV,67,67,350000,3,2,SUB,33,53,59,54,68,68
S. McDonald,35,Australia,Western United FC,67,67,350000,3,3,RS,63,65,63,67,41,67
R. Wood,33,England,Rotherham United,67,67,350000,3,2,SUB,31,35,46,43,67,74
P. Álvarez,35,Argentina,Arsenal de Sarandí,67,67,220000,3,2,SUB,55,53,64,62,66,76
F. Evacuo,36,Italy,Trapani,67,67,270000,3,2,ST,44,69,56,56,37,72
G. Munari,36,Italy,Parma,67,67,240000,3,2,RES,32,66,66,63,64,81
G. Rodríguez,34,Mexico,Puebla FC,67,67,270000,3,2,SUB,56,49,65,62,66,74
E. Hoffer,32,Austria,FC Admira Wacker Mödling,67,67,600000,4,3,SUB,77,64,58,69,26,61
Abraham González,33,Spain,Tiburones Rojos de Veracruz,67,67,375000,3,3,LDM,58,65,71,62,61,65
L. Pagliarulo,35,Italy,Trapani,67,67,230000,3,2,RCB,42,44,42,46,67,68
L. Ridgewell,34,England,Southend United,67,67,280000,2,2,LCB,49,46,59,56,65,72
M. Jakobsen,33,Denmark,Adelaide United,67,67,350000,1,2,LCB,53,46,56,58,64,78
S. Cuthbert,32,Scotland,Stevenage,67,67,500000,3,2,CB,49,32,49,47,64,80
R. Martin,33,Scotland,Milton Keynes Dons,67,67,350000,3,2,CB,50,45,54,48,66,73
J. Vaughan,30,England,Bradford City,67,67,725000,3,3,LS,73,66,53,64,44,72
M. Troiano,34,Italy,Ascoli,67,67,375000,3,2,SUB,59,55,63,56,65,81
T. Tzimopoulos,33,New Zealand,Korona Kielce,67,67,350000,3,2,SUB,49,42,55,53,63,80
C. Maguire,30,Scotland,Sunderland,67,67,725000,4,3,SUB,73,67,64,67,40,72
I. Bandalovski,32,Bulgaria,Bulgaria,67,67,0,3,3,,73,47,58,65,64,67
J. Fojut,31,Poland,Wisła Płock,67,67,575000,4,2,SUB,46,37,44,39,67,72
M. Compper,34,Germany,MSV Duisburg,67,67,280000,3,2,LCB,46,31,50,52,67,65
F. Piovaccari,34,Italy,Rayo Vallecano,67,67,400000,3,2,ST,57,66,51,59,35,69
J. Parr,30,Norway,Strømsgodset IF,67,67,600000,4,3,LB,71,56,60,65,63,71
S. Schuppan,32,Germany,FC Würzburger Kickers,67,67,500000,2,2,LCB,54,49,57,58,67,75
A. Lithgow,31,Scotland,Livingston FC,67,67,575000,3,2,RCB,55,37,46,46,65,70
R. Perticone,32,Italy,US Salernitana 1919,67,67,500000,3,2,CB,49,42,52,48,64,75
M. Lumb,31,Denmark,AC Horsens,67,67,550000,3,2,LB,68,55,63,64,64,74
B. Pitman,31,England,Portsmouth,67,67,675000,4,2,SUB,48,70,60,61,29,65
R. López,32,Mexico,Tiburones Rojos de Veracruz,67,67,575000,3,3,SUB,67,60,68,69,44,47
Y. Konno,36,Japan,Júbilo Iwata,67,67,160000,3,2,CDM,32,50,64,52,67,69
K. McFadzean,32,England,Coventry City,67,67,500000,2,2,RCB,44,37,42,45,66,76
S. Quinn,33,Republic of Ireland,Burton Albion,67,67,375000,2,3,CDM,62,61,66,70,62,65
N. Eardley,30,Wales,Lincoln City,67,67,600000,3,2,RB,62,50,62,62,66,67
S. Baldock,30,England,Reading,67,67,725000,4,3,RES,73,66,53,68,36,61
L. Akins,30,England,Burton Albion,67,67,725000,3,3,RM,74,66,59,66,59,78
J. Mousinho,33,England,Oxford United,67,67,375000,3,2,LCB,53,55,59,63,67,78
D. Ferreira,39,Colombia,Unión Magdalena,67,67,210000,4,3,SUB,54,60,70,69,51,42
C. Canío,38,Chile,Coquimbo Unido,67,67,260000,4,3,ST,41,62,69,69,36,57
R. Strauß,32,Germany,1. FC Heidenheim 1846,67,67,475000,3,2,SUB,72,53,59,64,65,63
D. Furman,31,South Africa,South Africa,67,67,0,3,3,,69,62,65,66,62,79
G. Roberts,35,England,Wigan Athletic,67,67,325000,3,3,SUB,52,64,68,67,36,59
S. Fürstner,31,Germany,Eintracht Braunschweig,67,67,575000,4,2,SUB,49,47,61,65,65,75
M. Costanzo,31,Switzerland,FC St. Gallen,67,67,650000,3,3,SUB,54,67,65,67,53,57
L. Scaglia,32,Italy,Parma,67,67,475000,4,3,RES,83,57,61,67,59,69
K. Luijckx,33,Netherlands,SønderjyskE,67,67,350000,3,2,SUB,56,52,54,56,66,69
A. Piccolo,31,Italy,US Cremonese,67,67,675000,3,3,SUB,80,63,62,71,24,63
S. Jamieson,30,Australia,Melbourne City FC,67,67,600000,3,2,LB,69,52,61,63,65,77
A. Nouri,29,Norway,Vålerenga Fotball,67,67,625000,4,3,SUB,77,49,57,65,62,74
J. Martínez,32,Mexico,Monarcas Morelia,67,67,475000,3,3,RB,72,57,63,66,64,68
Iriome,32,Spain,CD Lugo,67,67,600000,4,3,RM,78,65,57,70,47,70
L. Broxham,31,Australia,Melbourne Victory,67,67,575000,2,2,CDM,46,56,55,57,64,84
N. Gerzić,35,Sweden,Örebro SK,67,67,325000,2,3,RCM,49,51,70,69,56,67
P. Bengtsson,31,Sweden,FC København,67,67,550000,2,2,LB,69,52,65,66,63,62
A. Landgren,30,Sweden,Helsingborgs IF,67,67,625000,3,2,RDM,60,54,62,61,63,77
F. Bellugou,32,France,AJ Auxerre,67,67,500000,3,2,LCM,34,44,64,63,67,68
Qin Sheng,32,China PR,Dalian YiFang FC,67,67,500000,4,2,RDM,61,51,55,57,63,77
Zheng Long,31,China PR,Dalian YiFang FC,67,67,675000,3,3,SUB,77,61,64,68,36,63
E. Knudtzon,30,Norway,Molde FK,67,67,725000,3,3,SUB,92,62,57,67,45,69
K. Agard,29,England,Milton Keynes Dons,67,67,750000,3,2,RS,82,64,56,66,40,70
K. Pearce,29,England,Mansfield Town,67,67,650000,3,2,CB,67,38,43,58,64,82
M. Keita,28,Norway,Strømsgodset IF,67,67,775000,4,3,SUB,81,64,60,70,32,61
T. Elliott,28,England,Millwall,67,67,800000,3,2,SUB,77,61,42,64,30,79
S. Wüthrich,29,Switzerland,Servette FC,67,67,750000,3,3,CAM,67,62,64,70,48,63
K. Engel,30,Kazakhstan,VfL Osnabrück,67,67,600000,3,2,RES,65,39,58,60,67,67
M. de Luna,31,Mexico,Atlético de San Luis,67,67,575000,2,2,SUB,50,30,47,48,65,73
J. Thomassen,31,Norway,Sarpsborg 08 FF,67,67,550000,4,2,LB,74,50,62,62,62,76
J. Kalla,32,Germany,FC St. Pauli,67,67,475000,3,2,RB,67,46,59,62,66,70
C. Martin,30,Scotland,Derby County,67,67,725000,4,2,RES,42,68,57,61,42,73
A. Lukimya,33,DR Congo,KFC Uerdingen 05,67,67,350000,3,2,RCB,59,51,40,42,64,78
T. Høiland,30,Norway,Viking FK,67,67,725000,3,3,ST,81,65,51,67,33,74
C. Evans,30,Wales,Fleetwood Town,67,67,725000,3,2,SUB,61,68,54,60,39,72
F. Monzón,32,Argentina,Atlético Tucumán,67,67,475000,2,3,LB,71,52,63,65,61,71
S. Salinas,33,United States,San Jose Earthquakes,67,67,475000,2,2,SUB,73,58,64,67,56,61
Gu Cao,31,China PR,Henan Jianye FC,67,67,575000,2,2,SUB,70,40,48,58,66,75
I. Jiménez,29,Mexico,FC Juárez,67,67,625000,3,3,RB,58,53,67,67,66,69
Eduardo Neto,30,Brazil,Nagoya Grampus,67,67,625000,2,3,RCM,66,53,60,61,65,76
G. Corral,28,Mexico,Querétaro,67,67,650000,4,3,RB,68,55,62,64,64,66
E. Kujović,31,Sweden,Djurgårdens IF,67,67,675000,4,2,RES,33,70,52,56,31,66
K. Yoda,30,France,Racing Santander,67,67,725000,3,3,SUB,82,63,61,70,52,61
O. Kittner,31,Germany,SC Preußen Münster,67,67,575000,3,2,RCB,45,38,53,48,67,67
M. Pietrowski,31,Poland,Piast Gliwice,67,67,550000,4,2,RCB,67,55,63,64,64,75
A. Nuhiu,29,Kosovo,Sheffield Wednesday,67,67,750000,4,3,SUB,34,66,59,65,42,80
Sandaza,34,Spain,AD Alcorcón,67,67,400000,3,3,LS,46,68,61,63,43,65
R. Söder,28,Sweden,IFK Göteborg,67,67,800000,3,3,CAM,73,65,58,68,31,61
M. Bruscagin,29,Italy,Venezia FC,67,67,650000,3,2,SUB,56,23,52,54,66,69
Z. Ondrášek,30,Czech Republic,FC Dallas,67,67,725000,2,2,SUB,67,64,52,58,32,81
F. Di Tacchio,29,Italy,US Salernitana 1919,67,67,725000,3,2,RCM,56,50,58,58,64,86
C. Noone,31,England,Melbourne City FC,67,67,675000,2,3,RM,77,59,62,71,39,57
L. Gassama,29,Senegal,Göztepe SK,67,67,625000,2,2,RB,76,39,59,64,64,74
Hugo Fraile,32,Spain,CF Fuenlabrada,67,67,600000,4,2,RM,79,67,61,69,47,68
M. Janota,28,Poland,Al Fateh,67,67,775000,3,3,LM,70,64,65,68,38,57
Adaílton,28,Brazil,Júbilo Iwata,67,67,800000,2,3,SUB,72,65,58,71,27,76
N. Gorobsov,29,Argentina,FC Voluntari,67,67,750000,3,3,LDM,71,57,62,71,60,59
C. Pontius,31,United States,LA Galaxy,67,67,675000,4,3,SUB,58,68,65,67,55,71
E. Castro,30,Mexico,FC Juárez,67,67,625000,3,2,LCB,59,27,41,51,66,71
R. Lundström,29,Sweden,AIK,67,67,625000,4,2,SUB,87,53,61,62,60,70
S. Kurata,30,Japan,Gamba Osaka,67,67,725000,3,3,RCM,51,65,67,70,59,63
T. Taguchi,28,Japan,Júbilo Iwata,67,67,750000,3,3,SUB,72,55,65,68,52,66
H. Muath,33,Saudi Arabia,Al Shabab,67,67,350000,2,3,SUB,88,64,62,65,62,74
A. Al Khaibari,33,Saudi Arabia,Al Shabab,67,67,375000,2,2,CDM,66,45,53,58,68,71
H. Milić,30,Croatia,Crotone,67,67,725000,1,3,LM,68,53,66,71,66,61
E. Friberg,33,Sweden,BK Häcken,67,67,450000,4,2,LCM,44,57,70,62,55,70
M. Jurman,29,Australia,Al Ittihad,67,67,650000,2,2,RES,43,41,54,48,66,78
V. Lundberg,28,Sweden,BK Häcken,67,67,800000,3,3,SUB,60,67,61,65,36,74
A. Taugourdeau,30,France,Trapani,67,67,700000,3,2,CDM,60,58,68,65,63,66
M. Davidson,31,Scotland,St. Johnstone FC,67,67,650000,3,2,RCM,72,59,62,67,62,79
S. Ferguson,27,Northern Ireland,Millwall,67,67,800000,3,3,SUB,76,57,64,68,63,65
N. Thompson,28,England,Peterborough United,67,67,650000,2,2,SUB,68,38,54,62,68,81
G. Merebashvili,32,Georgia,Wisła Płock,67,67,600000,3,3,RM,73,58,63,70,35,63
P. Schönfeld,30,Germany,SV Wehen Wiesbaden,67,67,700000,4,3,SUB,70,62,66,68,54,74
T. Schrammel,31,Austria,SK Sturm Graz,67,67,550000,3,2,LB,71,53,64,66,65,69
Romário,33,Brazil,Kalmar FF,67,67,450000,3,3,LCM,69,67,65,74,44,48
F. Berenguer,30,France,Melbourne City FC,67,67,725000,3,3,CAM,80,63,64,67,48,65
P. Souaré,29,Senegal,ESTAC Troyes,67,67,625000,2,3,LB,64,50,67,67,69,62
Zequinha,32,Portugal,Vitória de Setúbal,67,67,600000,3,3,RW,71,68,63,72,34,57
C. Groß,30,Germany,SV Werder Bremen,67,67,625000,3,2,RES,59,55,59,64,65,70
Bruno Monteiro,34,Portugal,CD Tondela,67,67,375000,3,2,SUB,49,59,63,67,63,68
B. Kee,28,Northern Ireland,Accrington Stanley,67,67,800000,3,2,SUB,56,67,55,63,32,81
A. Soiledis,28,Greece,FCSB (Steaua),67,67,650000,3,2,SUB,70,42,61,67,63,65
Airam,31,Spain,Extremadura UD,67,67,675000,3,2,SUB,68,64,57,62,27,68
D. Lévêque,29,France,Le Mans FC,67,67,625000,3,2,LB,65,34,59,62,66,64
A. Uludağ,28,Turkey,Atiker Konyaspor,67,67,650000,3,3,SUB,73,61,62,67,65,69
J. Tinhan,30,France,Grenoble Foot 38,67,67,725000,3,3,RW,76,65,58,69,36,63
R. Grange,30,France,La Berrichonne de Châteauroux,67,67,725000,4,3,RW,72,67,67,66,33,60
K. Kanak,28,Turkey,Alanyaspor,67,67,650000,3,3,SUB,81,65,59,74,60,66
S. Winnall,28,England,Sheffield Wednesday,67,67,800000,3,2,RES,70,67,48,65,23,61
H. Martínez,32,Chile,CD Universidad de Concepción,67,67,500000,3,2,SUB,46,45,53,48,67,68
B. García,34,Honduras,Houston Dynamo,67,67,375000,3,3,LDM,67,62,65,69,58,67
A. Bassoli,29,Italy,Pordenone,67,67,625000,3,2,SUB,68,43,54,62,68,64
L. Vilsvik,30,Norway,Strømsgodset IF,67,67,600000,4,2,RB,75,60,64,64,62,72
A. Straith,28,Canada,FC Hansa Rostock,67,67,675000,2,2,RCB,57,34,50,52,65,77
E. O'Kane,28,Republic of Ireland,Leeds United,67,67,675000,4,3,RES,70,52,66,70,61,61
J. Lacerda,32,Uruguay,FC Juárez,67,67,500000,3,2,SUB,55,43,56,52,65,74
S. Makienok,28,Denmark,FC Utrecht,67,67,800000,2,2,SUB,33,66,49,58,31,71
M. van der Maarel,29,Netherlands,FC Utrecht,67,67,625000,3,2,SUB,67,37,57,60,67,67
L. Marín,27,Argentina,Patronato,67,67,675000,3,3,RES,70,51,60,66,65,74
A. Calisir,29,Armenia,IFK Göteborg,67,67,650000,3,2,RCB,60,32,54,56,66,71
I. Franjić,31,Australia,Perth Glory,67,67,550000,2,3,RWB,71,59,62,66,62,69
L. Palmer,27,Scotland,Sheffield Wednesday,67,67,675000,2,3,LB,75,58,64,65,61,72
S. Ciss,30,Senegal,Angers SCO,67,67,600000,3,3,RES,77,60,62,69,64,76
R. Bocalon,30,Italy,Venezia FC,67,67,725000,3,2,LS,73,65,46,64,36,64
M. Jonckheere,29,Belgium,KV Oostende,67,67,725000,3,3,SUB,48,59,68,67,60,56
E. Borelli,28,Mexico,FC Juárez,67,67,650000,2,2,SUB,71,42,57,64,65,62
R. Holmes,32,England,Sheffield United,67,67,600000,3,3,RES,74,62,63,70,28,63
C. Deac,33,Romania,CFR Cluj,67,67,475000,3,3,RW,63,66,68,67,60,73
J. Lauridsen,28,Denmark,Esbjerg fB,67,67,650000,3,2,LB,74,45,65,65,62,67
L. Gikiewicz,31,Poland,FCSB (Steaua),67,67,675000,3,2,SUB,56,65,49,63,34,77
M. te Vrede,27,Netherlands,Al Fateh,67,67,825000,4,2,ST,46,69,44,51,30,76
M. Makuszewski,29,Poland,Lech Poznań,67,67,750000,3,3,SUB,87,61,62,65,44,65
Nam Joon Jae,31,Korea Republic,Jeju United FC,67,67,675000,3,3,RM,82,61,58,69,30,70
R. Smallwood,28,England,Blackburn Rovers,67,67,675000,3,2,SUB,59,56,59,59,66,75
J. Morris,27,England,Fleetwood Town,67,67,800000,3,3,LW,67,66,66,67,57,67
A. Crawford,27,Scotland,Doncaster Rovers,67,67,775000,3,3,SUB,72,65,66,69,57,67
S. Schipplock,30,Germany,DSC Arminia Bielefeld,67,67,725000,3,3,RES,67,64,57,62,39,78
N. Dumitru,27,Italy,Gaz Metan Mediaş,67,67,800000,3,2,LM,86,62,58,64,39,67
N. Helenius,28,Denmark,Aarhus GF,67,67,800000,3,3,SUB,64,66,56,61,35,63
Pardo,31,Spain,Extremadura UD,67,67,575000,3,2,SUB,53,45,51,40,65,73
S. D'Elia,30,Italy,Ascoli,67,67,600000,3,2,LB,78,45,60,60,64,70
L. Arias,34,Colombia,Unión Magdalena,67,67,375000,3,3,CAM,73,66,65,67,64,65
M. Boxall,30,New Zealand,Minnesota United FC,67,67,625000,2,2,LCB,61,42,57,57,63,76
H. Jimenez,30,United States,Columbus Crew SC,67,67,600000,4,3,SUB,71,60,64,67,65,62
Hernán,28,Spain,Real Sporting de Gijón,67,67,750000,3,3,SUB,53,60,64,65,65,71
C. Râpă,29,Romania,Cracovia,67,67,625000,3,2,RB,68,48,59,59,65,69
Park Jin Po,31,Korea Republic,Jeju United FC,67,67,675000,3,3,SUB,82,62,61,67,68,74
Sin Se Gye,28,Korea Republic,Suwon Samsung Bluewings,67,67,650000,3,2,RM,86,58,66,63,60,70
Noguera,29,Spain,CD Numancia,67,67,750000,4,3,SUB,74,61,68,69,57,38
Héctor,28,Spain,CD Numancia,67,67,650000,3,3,LB,82,45,58,67,63,69
B. Halloran,27,Australia,Adelaide United,67,67,800000,3,3,RW,85,60,58,68,34,65
A. Tighadouini,26,Morocco,Málaga CF,67,67,825000,4,3,RES,73,69,64,70,29,63
M. Fetsch,30,Germany,Hallescher FC,67,67,725000,3,2,SUB,58,61,52,57,39,76
L. Bangoura,27,Guinea,Vancouver Whitecaps FC,67,67,800000,2,3,SUB,84,62,59,71,29,60
J. Skalák,27,Czech Republic,Millwall,67,67,800000,3,3,SUB,66,62,65,70,29,65
Gerard Badía,29,Spain,Piast Gliwice,67,67,750000,3,3,SUB,76,62,65,67,31,57
A. Montalto,31,Italy,US Cremonese,67,67,675000,2,3,SUB,57,69,48,64,31,69
Xavi Molina,32,Spain,KAS Eupen,67,67,475000,3,2,SUB,60,46,62,63,69,69
Cerrajería,30,Spain,CD Mirandés,67,67,725000,3,2,SUB,65,55,67,65,43,64
S. Elbers,27,Netherlands,PEC Zwolle,67,67,800000,4,3,SUB,82,62,57,72,35,56
Y. Toutouh,26,Denmark,Aarhus GF,67,67,825000,3,4,SUB,75,61,63,68,42,65
W. Kamavuaka,29,DR Congo,SV Darmstadt 98,67,67,650000,4,2,SUB,64,43,56,57,69,75
M. Pušić,31,Austria,SV Mattersburg,67,67,675000,3,2,CAM,66,65,58,64,41,76
Tekio,28,Spain,Elche CF,67,67,650000,3,2,RB,69,39,54,52,66,77
L. Silva,30,United States,Seattle Sounders FC,67,67,725000,3,3,SUB,64,69,65,66,49,69
N. DeLeon,28,United States,Toronto FC,67,67,775000,4,3,RM,71,62,64,66,57,69
S. Thesker,28,Germany,Holstein Kiel,67,67,675000,3,2,SUB,42,39,46,52,68,73
M. Lieder,29,Netherlands,SønderjyskE,67,67,750000,4,3,ST,73,63,50,67,23,73
M. Saeid,28,Sweden,IK Sirius,67,67,750000,2,3,SUB,71,52,66,70,55,65
Choi Sung Geun,27,Korea Republic,Suwon Samsung Bluewings,67,67,775000,4,3,RCM,71,55,62,64,63,72
F. Brillant,34,France,DC United,67,67,280000,3,2,CB,31,33,49,42,67,71
H. Bahebri,26,Saudi Arabia,Al Hilal,67,67,825000,4,4,RES,75,62,63,70,45,62
Samuel,28,Brazil,Jeonbuk Hyundai Motors,67,67,800000,3,3,SUB,67,63,51,66,34,66
R. Thelander,27,Denmark,Vitesse,67,67,700000,3,2,RES,47,30,41,40,67,68
M. Al Harbi,31,Saudi Arabia,Al Ittihad,67,67,550000,3,3,SUB,78,44,63,65,62,68
M. Jahfali,28,Saudi Arabia,Al Hilal,67,67,675000,3,2,SUB,65,36,50,46,65,74
M. Asiri,32,Saudi Arabia,Al Ahli,67,67,600000,3,2,SUB,60,67,55,63,23,67
P. Paye,29,France,FC Sochaux-Montbéliard,67,67,625000,3,2,SUB,81,38,55,57,62,68
M. Dos Santos,29,Argentina,CD Tenerife,67,67,650000,3,2,SUB,57,40,54,51,63,75
L. Gallegos,27,Chile,Club Necaxa,67,67,775000,3,3,SUB,78,62,65,69,58,61
Cassiano,30,Brazil,Boavista FC,67,67,725000,2,2,SUB,66,66,50,61,23,61
M. Starke,28,Namibia,1. FC Kaiserslautern,67,67,800000,3,3,LCM,76,69,64,69,33,66
D. Nazarov,29,Azerbaijan,FC Erzgebirge Aue,67,67,750000,4,3,RW,77,67,64,70,32,64
M. Welzmüller,29,Germany,Bayern München II,67,67,650000,3,2,RDM,68,49,66,61,62,68
M. Thiel,26,Germany,1. FC Heidenheim 1846,67,67,825000,3,3,SUB,73,65,62,70,31,64
S. Lex,29,Germany,TSV 1860 München,67,67,750000,4,3,SUB,89,60,59,69,28,57
A. Jovanović,29,Australia,Jeju United FC,67,67,650000,2,2,CB,59,28,34,40,69,75
J. Ring,27,Sweden,Djurgårdens IF,67,67,800000,3,3,RW,80,59,65,70,51,65
D. Vallejos,29,Chile,Curicó Unido,67,67,750000,3,3,SUB,70,66,58,64,33,72
Welinton Júnior,26,Brazil,CD Aves,67,67,825000,3,3,LS,78,66,57,70,22,46
V. Giraldo,33,Colombia,Deportivo Pasto,67,67,350000,3,3,SUB,80,60,63,67,62,68
E. Farias,30,Chile,CD Cobresal,67,67,625000,3,2,RDM,51,42,56,58,69,71
Alcatraz,32,Colombia,Rionegro Águilas,67,67,475000,2,3,RB,74,61,68,66,62,75
C. Arias,31,Colombia,Alianza Petrolera,67,67,675000,4,3,SUB,70,65,53,64,35,62
F. Rodríguez,32,Colombia,Rionegro Águilas,67,67,500000,3,2,LDM,46,37,53,50,68,73
L. Ruiz,32,Colombia,Junior FC,67,67,600000,3,2,SUB,54,68,48,60,30,69
A. Acevedo,36,Chile,CD O'Higgins,67,67,150000,3,2,RCB,42,29,41,38,67,71
J. Aguirre,32,Colombia,Atlético Bucaramanga,67,67,600000,3,3,SUB,73,63,65,68,31,63
A. Barrios,28,Chile,Universidad de Chile,67,67,650000,3,2,SUB,72,53,57,57,67,71
S. Jaime,32,Argentina,Curicó Unido,67,67,600000,3,2,SUB,71,63,59,61,43,70
M. Donoso,32,Chile,Deportes Iquique,67,67,600000,3,3,LS,41,69,43,56,28,82
F. Godoy,29,Argentina,Club Atlético Talleres,67,67,725000,3,2,RES,63,57,63,63,64,68
G. Voboril,32,Argentina,CD Universidad de Concepción,67,67,475000,2,3,LB,77,30,56,65,64,69
C. Díaz,30,Argentina,Central Córdoba,67,67,600000,4,3,RB,79,37,58,72,61,55
M. Zenteno,35,Chile,Deportes Iquique,67,67,230000,3,2,LCB,53,40,57,58,67,64
A. Vlad,29,Romania,FC Voluntari,67,67,625000,3,2,LB,68,55,63,59,65,71
D. Díaz,33,Chile,Curicó Unido,67,67,350000,2,2,LCB,54,25,39,48,66,75
A. Imperiale,32,Argentina,Deportes Iquique,67,67,500000,3,2,SUB,45,23,51,49,65,75
H. Berríos,32,Chile,Deportes Iquique,67,67,475000,3,3,RB,59,51,56,63,67,67
K. Azamoum,29,France,Albacete BP,67,67,725000,2,2,SUB,60,56,69,63,61,63
F. Kaufmann,26,Germany,FC Würzburger Kickers,67,67,825000,3,3,RM,86,52,61,67,52,71
J. Kauko,28,Finland,Esbjerg fB,67,67,750000,3,2,LCM,61,60,59,63,64,83
M. Sušić,28,Bosnia Herzegovina,CFR Cluj,67,67,650000,3,2,SUB,70,46,60,63,63,71
R. Rodriguez,28,Switzerland,KFC Uerdingen 05,67,67,775000,3,3,LCM,80,57,62,68,42,64
A. Sušac,30,Croatia,VfL Osnabrück,67,67,625000,3,2,LCB,57,37,35,45,69,70
D. Bejarano,27,Bolivia,Bolivia,67,67,0,2,2,,64,38,57,59,65,57
Sandro Lima,28,Brazil,Gil Vicente FC,67,67,800000,2,2,ST,65,64,44,61,32,72
J. Gómez,28,Argentina,Unión Española,67,67,650000,2,2,RB,69,46,59,61,66,76
F. Ben Youssef,28,Tunisia,Ettifaq FC,67,67,800000,3,3,SUB,64,69,48,57,31,74
Avto,27,Georgia,FC Voluntari,67,67,800000,3,4,SUB,77,64,58,71,29,55
M. Azira,31,Uganda,Chicago Fire,67,67,575000,3,2,SUB,56,51,62,64,64,68
W. Francis,28,Costa Rica,Columbus Crew SC,67,67,650000,2,2,LB,73,49,62,62,65,66
C. Ramírez,31,Colombia,Rionegro Águilas,67,67,575000,4,2,LCB,57,50,58,53,65,75
A. Vargas,30,Colombia,La Equidad,67,67,725000,3,3,SUB,63,61,69,68,36,55
S. Nilsen,27,Norway,IF Elfsborg,67,67,700000,3,2,SUB,50,53,60,63,64,76
D. Lovitz,27,United States,Montreal Impact,67,67,675000,3,3,LB,74,53,61,65,65,73
Piao Cheng,29,China PR,Beijing Sinobo Guoan FC,67,67,725000,3,3,SUB,73,59,66,69,59,69
M. Mirahmetjan,28,China PR,Tianjin TEDA FC,67,67,750000,3,2,LCM,67,63,68,64,65,64
Jin Jingdao,27,China PR,Shandong Luneng TaiShan FC,67,67,800000,3,3,SUB,75,57,61,70,65,61
K. Fisker,31,Denmark,Brøndby IF,67,67,650000,2,3,SUB,69,63,69,70,46,74
T. Hamed,30,Egypt,Egypt,67,67,0,2,2,,64,62,64,65,69,62
Bai Jiajun,28,China PR,Shanghai Greenland Shenhua FC,67,67,650000,5,2,LB,74,48,59,63,62,62
J. Hergault,33,France,FC Lorient,67,67,350000,3,3,RB,59,44,66,68,63,70
I. Depe,26,Turkey,Kasimpaşa SK,67,67,825000,3,3,SUB,79,46,65,72,26,57
G. Stewart,29,Scotland,Rangers FC,67,67,750000,3,3,SUB,74,65,66,71,30,61
O. Salinas,31,Chile,Deportes Iquique,67,67,675000,4,3,RS,89,63,56,68,28,72
J. Huentelaf,30,Chile,CD Universidad de Concepción,67,67,725000,3,3,SUB,83,65,60,68,28,66
C. Psyché,30,France,Kristiansund BK,67,67,625000,3,2,LCB,54,31,41,49,64,74
S. Aškovski,27,FYR Macedonia,FC Botoşani,67,67,800000,3,3,RM,74,59,62,67,56,70
G. Gutiérrez,29,Colombia,Junior FC,67,67,625000,3,2,SUB,67,30,58,64,63,72
M. Šitum,27,Croatia,Dinamo Zagreb,67,67,800000,3,3,RES,69,60,64,69,60,53
Lu Wenjun,30,China PR,Shanghai SIPG FC,67,67,725000,4,3,LW,77,64,56,66,30,67
V. Achim,30,Romania,FC Viitorul,67,67,700000,3,3,SUB,59,61,60,67,62,71
S. Živec,28,Slovenia,Zagłębie Lubin,67,67,775000,4,4,LM,74,61,63,68,38,61
E. Käck,29,Sweden,Djurgårdens IF,67,67,625000,4,2,LB,85,48,61,61,61,65
G. Ávalos,28,Paraguay,Patronato,67,67,800000,4,2,SUB,67,61,47,62,30,71
R. Noya,29,Argentina,Club Necaxa,67,67,650000,3,2,SUB,46,35,43,43,64,77
M. Escudero,30,Argentina,Patronato,67,67,625000,2,2,LCB,55,23,39,43,66,64
D. Gómez,31,Colombia,Once Caldas,67,67,550000,5,3,RB,81,50,57,65,64,78
D. Cardoso,30,South Africa,Kaizer Chiefs,67,67,625000,3,2,LCB,68,33,43,51,68,70
M. Alphonse,29,France,Dijon FCO,67,67,625000,3,2,RB,79,49,57,60,64,64
S. Aytaç,27,Turkey,Kayserispor,67,67,675000,3,3,SUB,73,49,61,66,66,73
L. Memela,31,South Africa,Orlando Pirates,67,67,675000,3,3,LW,72,66,63,70,44,57
Campillo,28,Spain,CD Lugo,67,67,775000,3,3,SUB,58,70,67,65,54,62
David Rocha,34,Spain,Extremadura UD,67,67,375000,3,3,LCM,53,65,67,66,59,71
A. Nalini,29,Italy,Crotone,67,67,750000,3,3,SUB,69,63,61,70,26,56
M. Bagayoko,29,Ivory Coast,Côte d'Ivoire,67,67,0,3,3,,75,27,54,66,66,66
T. D'Orazio,29,Italy,Cosenza,67,67,750000,3,3,SUB,74,62,61,68,59,66
Claytisco Branco,35,Brazil,Santos,67,67,220000,3,2,SUB,62,52,62,55,71,66
Chris Farminhão,35,Brazil,Grêmio,67,67,230000,3,2,SUB,51,51,61,52,66,68
Welson Leima,35,Brazil,Botafogo,67,67,240000,3,2,SUB,50,39,63,46,67,69
Renan Tojeiras,35,Brazil,Avaí FC,67,67,240000,2,2,SUB,50,61,56,72,66,76
Nuno Cedrim,27,Brazil,Goiás,67,67,800000,4,3,SUB,71,56,69,72,29,63
Estevãtinho,27,Brazil,Fluminense,67,67,800000,3,3,SUB,49,57,73,64,27,51
Gustavo Pastinho,27,Brazil,Internacional,67,67,825000,3,3,SUB,83,69,54,73,33,58
